TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves residents with dementia,68,68,,,"Percent of providers, crude",4,2020,1,10.5,0.7,9.2,12,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves residents with dementia,68,68,,,"Percent of providers, crude",4,2022,2,,,,,*,"NA_NPALS08,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves residents with and without dementia,74,74,,,"Percent of providers, crude",4,2020,1,20.5,0.7,19.2,22,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves residents with and without dementia,74,74,,,"Percent of providers, crude",4,2022,2,20,1.7,16.9,23.5,++,"NA_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2020,1,82.3,1,80.3,84.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2022,2,66,5.9,53.8,76.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2020,1,76,1,73.9,77.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2022,2,60.5,5.8,48.8,71.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2020,1,57,1.2,54.7,59.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2022,2,37.8,5.7,27.5,49.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2020,1,86.3,0.9,84.5,87.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2022,2,66.9,5.8,54.7,77.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2020,1,74.8,1.1,72.7,76.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2022,2,50.7,6,39.1,62.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2020,1,64.6,1.1,62.4,66.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2022,2,42.5,5.4,32.4,53.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2020,1,50.6,1.2,48.3,52.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2022,2,38.2,5.6,27.9,49.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
